title,author,rating,genres
the immortal collection,eva garcía sáenz,8.04,romance
"promise me (myron bolitar, #8)",harlan coben,8.04,mystery
divisadero,michael ondaatje,7.02,history
"a school for unusual girls (stranje house, #1)",kathleen baldwin,7.76,history
"draekora (the medoran chronicles, #3)",lynette noni,9.12,fantasy
addressed to her: a short story,granthana sinha,9.6,mystery
100 days of sunlight,abbie emmons,8.42,romance
mind hunter: inside the fbi's elite serial crime unit,john e. douglas,8.16,crime
"the poppy war (the poppy war, #1)",r.f. kuang,8.34,fantasy
"gideon the ninth (the locked tomb, #1)",tamsyn muir,8.44,fantasy
"the eternal dawn (thirst, #3)",christopher pike,8.3,fantasy
"doomed (ancient legends, #2)",jayde scott,7.86,horror
la vieja sirena,josé luis sampedro,8.36,history
"the queen of bedlam (matthew corbett, #2)",robert r. mccammon,8.56,history
"charmeine (the light-bearer, #1)",emily guido,7.9,romance
"ember's curse (prime wolf, #1)",gena d. lutz,7.68,horror
الهويات القاتلة,amin maalouf,7.82,documentary
"the titan's curse: the graphic novel (percy jackson and the olympians: the graphic novels, #3)",robert venditti,8.52,fantasy
"the iron-jawed boy (the guardians of illyria, #1)",nikolas lee,8.38,fantasy
"willa of the wood (willa, #1)",robert  beatty,8.44,fantasy
the silent patient,alex michaelides,8.36,thriller
dragon's bait,vivian vande velde,7.86,fantasy
"moominpappa at sea (the moomins, #8)",tove jansson,8.48,fantasy
"daggerspell (deverry, #1)",katharine kerr,7.8,fantasy
the wisdom of insecurity: a message for an age of anxiety,alan w. watts,8.32,documentary
"the witches of the glass castle (the witches of the glass castle, #1)",gabriella  lepore,7.68,fantasy
"dark slayer (dark, #17)",christine feehan,8.82,romance
"black and blue (inspector rebus, #8)",ian rankin,8.16,crime
origins,s.e. meyer,7.42,science fiction
"fade (in the company of shadows, #4)",ais,9.12,romance
"ghost hand (the pss chronicles, #1)",ripley patton,7.78,horror
false security,angie martin,8.4,romance
"vita nostra (метаморфозы, #1)",marina dyachenko,8.06,fantasy
"beauty and the billionaire (billionaire boys club, #2)",jessica clare,8.04,romance
"book of mormon, doctrine and covenants, pearl of great price",the church of jesus christ of latter-day saints,8.7,documentary
wonder woman: warbringer,leigh bardugo,8.02,fantasy
"66 metres (nadia laksheva spy thriller, #1)",j.f. kirwan,8.44,thriller
how to live safely in a science fictional universe,charles yu,6.9,science fiction
flesh and blood,michael cunningham,8.08,family
"visions of heat (psy-changeling, #2)",nalini singh,8.16,romance
the lonesome gods,louis l'amour,8.42,adventure
a yellow raft in blue water,michael dorris,7.74,history
"ellana, l'envol (le pacte des marchombres, #2)",pierre bottero,9.4,fantasy
shanghai baby,wei hui,6.44,romance
the lady and the unicorn,tracy chevalier,7.4,history
"hopeless magic (star-crossed, #2)",rachel higginson,8.44,fantasy
täällä pohjantähden alla 1–3,väinö linna,9.1,history
heavy duty people (brethren trilogy #1),iain parke,7.94,thriller
"the beginning (precipice, #1)",kevin j.  howard,8.24,horror
"the penderwicks at point mouette (the penderwicks, #3)",jeanne birdsall,8.72,family
the thin executioner,darren shan,8.34,fantasy
see you at harry's,jo knowles,8.26,family
"churning waters (the churning waters saga, #1)",meredith t. taylor,9.08,fantasy
"shadow catcher (nick baron, #1)",james r. hannibal,7.78,war
"capital: a critique of political economy, volume 2",karl marx,8.16,documentary
please kill me: the uncensored oral history of punk,legs mcneil,8.38,documentary
project terror,jamal lewis,8.2,thriller
"criminal (will trent, #6)",karin slaughter,8.52,mystery
ugly love,colleen hoover,8.18,romance
the holdout,graham moore,7.68,mystery
hell followed with us,andrew joseph white,8.36,horror
"empire of storms (throne of glass, #5)",sarah j. maas,9.18,fantasy
"fruits basket, vol. 12",natsuki takaya,8.9,fantasy
the portable nietzsche,friedrich nietzsche,8.42,documentary
"kushiel's justice (imriel's trilogy, #2)",jacqueline carey,8.54,fantasy
"glimmerglass (faeriewalker, #1)",jenna black,7.48,fantasy
first thing i see,vi keeland,7.68,romance
"without fail (jack reacher, #6)",lee child,8.32,thriller
proof of heaven: a neurosurgeon's journey into the afterlife,eben alexander,7.44,documentary
"long after (sometimes never, #3)",cheryl mcintyre,8.4,romance
"the last council (amulet, #4)",kazu kibuishi,8.78,fantasy
"sora's quest (the cat's eye chronicles, #1)",t.l. shreffler,7.98,fantasy
the cradle will fall,mary higgins clark,7.84,mystery
euphoria,lily king,7.72,history
rationality: from ai to zombies,eliezer yudkowsky,8.68,documentary
this kind of war: a study in unpreparedness,t.r. fehrenbach,8.28,history
"the goblin emperor (the goblin emperor, #1)",katherine addison,8.14,fantasy
"the bands of mourning (mistborn, #6)",brandon sanderson,8.84,fantasy
"the art of living: the classical manual on virtue, happiness and effectiveness",epictetus,8.48,documentary
in my dreams i hold a knife,ashley winstead,7.78,thriller
se questo è un uomo,primo levi,8.64,documentary
"acorna: the unicorn girl (acorna, #1)",anne mccaffrey,7.4,fantasy
"dark river (warriors: power of three, #2)",erin hunter,8.58,fantasy
"the high king's tomb (green rider, #3)",kristen britain,8.5,fantasy
"a morbid taste for bones (chronicles of brother cadfael, #1)",ellis peters,7.94,mystery
a trip to the stars,nicholas christopher,8.54,fantasy
العنكبوت,مصطفى محمود,7.68,documentary
the flight of the feathered serpent,armando cosani,8.92,documentary
"crown of crystal flame (tairen soul, #5)",c.l. wilson,8.76,fantasy
"if you deceive (maccarrick brothers, #3)",kresley cole,8.28,romance
"reckless magic (star-crossed, #1)",rachel higginson,7.88,fantasy
"once upon a crime (the sisters grimm, #4)",michael buckley,8.56,fantasy
"the mirror of her dreams (mordant's need, #1)",stephen r. donaldson,7.86,fantasy
"berserk, vol. 12",kentaro miura,9.5,fantasy
"requiem for humanity (last days, #1)",joseph sweet,8.84,horror
100 love sonnets,pablo neruda,8.72,romance
the science of mind,ernest shurtleff holmes,8.7,documentary
"the iron-jawed boy and the hand of the moon (the guardians of illyria, #2)",nikolas lee,8.94,fantasy
till the last breath,durjoy datta,7.96,romance
"bad romeo (starcrossed, #1)",leisa rayven,7.98,romance
"radiance (wraith kings, #1)",grace draven,8.02,fantasy
"exile for dreamers (stranje house, #2)",kathleen baldwin,8.26,history
"a god in ruins (todd family, #2)",kate atkinson,7.9,history
imperialism: the highest stage of capitalism,vladimir lenin,8.44,documentary
four dead queens,astrid scholte,7.6,fantasy
misery,stephen king,8.42,horror
"crooked kingdom (six of crows, #2)",leigh bardugo,9.2,fantasy
heartstopper: volume 1-4,alice oseman,9.32,romance
gender queer: a memoir,maia kobabe,8.6,documentary
"the uplift war (the uplift saga, #3)",david brin,8.14,science fiction
"at swim, two boys",jamie o'neill,8.2,history
"the sandman, vol. 8: worlds' end",neil gaiman,8.9,animation
double standards,judith mcnaught,7.86,romance
"komarr (vorkosigan saga, #11)",lois mcmaster bujold,8.58,science fiction
a course in astral travel and dreams,belzebuub,8.76,documentary
first blood,david morrell,8.06,thriller
"off armageddon reef (safehold, #1)",david weber,8.28,science fiction
"wings of the wicked (angelfire, #2)",courtney allison moulton,8.44,fantasy
how the steel was tempered,nikolai ostrovsky,7.74,war
the light in the ruins,chris bohjalian,7.34,history
"das lächeln der fortuna (waringham, #1)",rebecca gablé,8.74,history
flyboys: a true story of courage,james d. bradley,8.36,history
"vampire most wanted (argeneau, #20)",lynsay sands,8.34,romance
chaysing dreams (chaysing trilogy #1),jalpa williby,8.6,romance
the burning times,jeanne kalogridis,7.2,history
"gideon the cutpurse (the gideon trilogy, #1)",linda buckley-archer,7.42,fantasy
"scion of ikshvaku (ram chandra, #1)",amish tripathi,7.7,fantasy
the goal: a process of ongoing improvement,eliyahu m. goldratt,8.16,documentary
la disparition de stephanie mailer,joël dicker,7.88,thriller
love from a to z,s.k. ali,8.28,romance
last night at the telegraph club,malinda lo,8.48,history
the pale-faced lie,david   crow,8.58,documentary
bobby kennedy: the making of a liberal icon,larry tye,8.76,documentary
whispers in the tall grass,nick brokhausen,8.1,history
qed: the strange theory of light and matter,richard p. feynman,8.52,documentary
وحي القلم,مصطفى صادق الرافعي,8.68,documentary
milkweed,jerry spinelli,8.02,history
"the wiccan diaries (the wiccan diaries, #1)",t.d. mcmichael,7.36,horror
"the warrior's path (when women were warriors, #1)",catherine m. wilson,8.08,fantasy
"excalibur (the warlord chronicles, #3)",bernard cornwell,8.86,history
"the other wind (earthsea cycle, #6)",ursula k. le guin,8.36,fantasy
the book of basketball: the nba according to the sports guy,bill simmons,8.38,documentary
"the whisperer (mila vasquez, #1)",donato carrisi,8.36,thriller
scribbler of dreams,mary e. pearson,7.92,romance
"panteón (memorias de idhún, #3)",laura gallego garcía,8.18,fantasy
the girl with the silver eyes,willo davis roberts,8.04,fantasy
"she: a history of adventure (she, #1)",h. rider haggard,7.14,fantasy
the old man who read love stories,luis sepúlveda,7.84,romance
the secret scripture,sebastian barry,7.64,history
"logan's story (sand & clay, #0.5)",sarah  robinson,7.88,romance
the law,frédéric bastiat,8.7,documentary
"sueños de piedra (marabilia, #1)",iria g. parente,8.32,fantasy
our chemical hearts,krystal sutherland,7.52,romance
starman jones,robert a. heinlein,7.74,science fiction
the truth-seeker’s handbook: a science-based guide,gleb tsipursky,8.3,documentary
the marsh king's daughter,karen dionne,7.74,thriller
refined,tracie breaux,8.66,documentary
a degree in death (professor shantanu bose #1),ruby gupta,8.04,mystery
"fruits basket, vol. 8",natsuki takaya,8.86,fantasy
"the seventh dwarf (artemis fowl, #1.5)",eoin colfer,7.8,fantasy
"long shadows (warriors: power of three, #5)",erin hunter,8.62,fantasy
"pearls of lutra (redwall, #9)",brian jacques,8.04,fantasy
"the witches of eileanan (the witches of eileanan, #1)",kate forsyth,8.04,fantasy
jeremy fink and the meaning of life,wendy mass,8.04,mystery
"märchenmond (märchenmond, #1)",wolfgang hohlbein,7.74,fantasy
"afterlight (dark ink chronicles, #1)",elle jasper,7.42,fantasy
the path to power,robert a. caro,8.74,documentary
"touch (denazen, #1)",jus accardo,7.6,horror
"bitten & smitten (immortality bites, #1)",michelle rowen,7.44,fantasy
the stolen: two short stories,michelle browne,8.2,science fiction
the list,siobhan vivian,6.78,romance
this song will save your life,leila sales,7.8,romance
"leadership: past, present & future",carlos    rivera,8.08,documentary
"and after (until the end of the world, #2)",sarah lyons fleming,8.88,horror
the company,robert littell,8.52,history
thanks for the trouble,tommy wallach,7.68,romance
10 dates,emily     james,8.04,romance
"the heights of perdition (the divine space pirates, #1)",c.s.  johnson,8.22,romance
the timingila,shon mehta,8.44,fantasy
all your twisted secrets,diana urban,7.02,mystery
"the silvered serpents (the gilded wolves, #2)",roshani chokshi,8.22,fantasy
"innocent in death (in death, #24)",j.d. robb,8.78,mystery
the famished road,ben okri,7.48,fantasy
the doctrine and covenants of the church of jesus christ of latter-day saints,the church of jesus christ of latter-day saints,9.14,documentary
oldest living confederate widow tells all,allan gurganus,7.68,history
"star wars: i, jedi",michael a. stackpole,7.98,science fiction
the marriage of heaven and hell,william blake,8.4,documentary
الروح والجسد,مصطفى محمود,7.96,documentary
to live and drink in l.a.,ben peller,7.9,documentary
the son,philipp meyer,8.04,history
fairytales for wilde girls,allyse near,8.38,fantasy
"afterlife (afterlife saga, #1)",stephanie hudson,7.98,horror
freelancing and outsourcing-how to outsource excessive workload,maria johnsen,9.84,documentary
divergent series box set (books 1-4 plus world of divergent),veronica roth,8.86,science fiction
"my commander (bewitched and bewildered, #1)",alanea alder,8.12,horror
the loneliest girl in the universe,lauren   james,7.5,science fiction
my lesbian experience with loneliness,kabi nagata,8.22,documentary
"omniscient reader’s viewpoint, vol. 1",singshong,9.38,fantasy
as you wish: inconceivable tales from the making of the princess bride,cary elwes,8.3,documentary
i wish someone were waiting for me somewhere,anna gavalda,7.02,romance
in the lake of the woods,tim o'brien,7.52,mystery
"outcast of redwall (redwall, #8)",brian jacques,7.88,fantasy
aliss,patrick senécal,8.7,horror
"the it girl (it girl, #1)",cecily von ziegesar,7.3,romance
the asylum for wayward victorian girls,emilie autumn,7.88,horror
teeth,hannah moskowitz,7.6,fantasy
"love, in english (love, in english, #1)",karina halle,8.12,romance
"trial by fire (worldwalker, #1)",josephine angelini,7.88,fantasy
"raelia (the medoran chronicles, #2)",lynette noni,8.84,fantasy
exit west,mohsin hamid,7.52,fantasy
binding chaos: mass collaboration on a global scale,heather  marsh,8.92,documentary
girl in the blue coat,monica hesse,8.08,history
tweet cute,emma lord,7.82,romance
"the cruel prince (the folk of the air, #1)",holly black,8.12,fantasy
frankenstein,mary wollstonecraft shelley,7.72,horror
pack up the moon,kristan higgins,8.42,romance
"mr. churchill's secretary (maggie hope mystery, #1)",susan elia macneal,7.46,history
"locked rooms (mary russell and sherlock holmes, #8)",laurie r. king,8.54,mystery
the wars,timothy findley,7.72,history
emotional intelligence 2.0,travis bradberry,7.7,documentary
"the emperor's edge (the emperor's edge, #1)",lindsay buroker,8.1,fantasy
the probable future,alice hoffman,7.7,fantasy
batman: dark victory,jeph loeb,8.32,animation
an unnecessary woman,rabih alameddine,7.64,history
letting ana go (anonymous diaries),anonymous,8.2,romance
"sinner (the wolves of mercy falls, #4)",maggie stiefvater,7.76,fantasy
"sheepfarmer's daughter (the deed of paksenarrion, #1)",elizabeth moon,8.26,fantasy
"under wildwood (wildwood chronicles, #2)",colin meloy,7.94,fantasy
we all looked up,tommy wallach,7.04,science fiction
the drowning of arthur braxton,caroline smailes,7.72,fantasy
an enquiry concerning human understanding,david hume,7.86,documentary
the road to mecca,muhammad asad,8.96,documentary
sawkill girls,claire legrand,7.34,horror
"captive (beautiful monsters, #1)",jex lane,8.42,fantasy
the nest,cynthia d'aprix sweeney,6.82,family
the best lies,sarah lyu,7.24,mystery
being dead,jim crace,7.44,mystery
"triss (redwall, #15)",brian jacques,8.02,fantasy
